iter	RMSE
287	4.834048669
288	4.832001657
289	4.826905651
290	4.824229637
291	4.822571467
292	4.819962915
293	4.818383151
294	4.816931052
295	4.815636201
296	4.81480202
297	4.813831178
298	4.810223999
299	4.808413535
300	4.805510684
301	4.805264226
302	4.8016233
303	4.799105093
304	4.79705469
305	4.795816159
306	4.794482796
307	4.793142842
308	4.791478646
309	4.786557851
310	4.784341177
311	4.78388483
312	4.780969793
313	4.779665734
314	4.777332452
315	4.776890853
316	4.776526005
317	4.776287363
318	4.77537669
319	4.774996462
320	4.77312468
321	4.77051668
322	4.770315929
323	4.769968679
324	4.769562779
325	4.769330041
326	4.767929704
327	4.765584443
328	4.765191576
329	4.761998499
330	4.760130021
331	4.75704876
332	4.756575565
333	4.753731069
334	4.752950811
335	4.751785935
336	4.751442795
337	4.748618385
338	4.745513473
339	4.745143715
340	4.744937137
341	4.742791309
342	4.740249274
343	4.738135582
344	4.73795138
345	4.736650246
346	4.733663594
347	4.733463721
348	4.732946574
349	4.728070491
350	4.724619616
351	4.72457329
352	4.722001187
353	4.72081975
354	4.720065156
355	4.716174758
356	4.715613878
357	4.714029131
358	4.711423003
359	4.709490108
360	4.706228217
361	4.705791222
362	4.702810394
363	4.702613397
364	4.700603662
365	4.697587189
366	4.693744583
367	4.689062692
368	4.686987871
369	4.685042598
370	4.681656255
371	4.680403216
372	4.678656772
373	4.676561861
374	4.674956613
375	4.671483682
376	4.671170547
377	4.668407136
378	4.665496202
379	4.663880646
380	4.660151101
381	4.659849405
382	4.656505962
383	4.654380504
384	4.652743377
385	4.652259448
386	4.652067723
387	4.65033922
388	4.646131668
389	4.64581028
390	4.643026671
391	4.64230697
392	4.638588665
393	4.638558347
394	4.637943388
395	4.634529168
396	4.631602306
397	4.630422735
398	4.627466976
399	4.627252535
400	4.62385443
401	4.622925149
402	4.620449202
403	4.619380781
404	4.618735502
405	4.615642896
406	4.613886133
407	4.613706112
408	4.611180891
409	4.610669282
410	4.608314866
411	4.605914472
412	4.603049982
413	4.600886586
414	4.598849812
415	4.596304214
416	4.595284623
417	4.592556463
418	4.589942561
419	4.586963763
420	4.584169524
421	4.581804047
422	4.578369097
423	4.575904494
424	4.575627613
425	4.575424176
426	4.573781287
427	4.572069365
428	4.57134982
429	4.570437503
430	4.569062101
431	4.566872292
432	4.565581557
433	4.562996119
434	4.561305167
435	4.557810776
436	4.554919596
437	4.550831297
438	4.550608209
439	4.548188574
440	4.544540273
441	4.542595897
442	4.542333212
443	4.539005374
444	4.538938999
445	4.536246478
446	4.534180469
447	4.53184834
448	4.530387717
449	4.527789414
450	4.526032349
451	4.523735838
452	4.522000687
453	4.520831793
454	4.517765897
455	4.515885963
456	4.514918002
457	4.51487692
458	4.51484636
459	4.512621742
460	4.509514231
461	4.508128806
462	4.504454442
463	4.501664386
464	4.500480777
465	4.500440825
466	4.500411996
467	4.49783058
468	4.497792263
469	4.497762552
470	4.494806707
471	4.493281147
472	4.490684455
473	4.488814207
474	4.486120532
475	4.483316696
476	4.481810844
477	4.480190224
478	4.477939382
479	4.475950474
480	4.472972925
481	4.469873737
482	4.469339305
483	4.46769092
484	4.466582053
485	4.464915678
486	4.46464141
487	4.462078823
488	4.458810126
489	4.456197571
490	4.453632774
491	4.451815257
492	4.451764773
493	4.449967906
494	4.447748732
495	4.444362686
496	4.440655647
497	4.438254929
498	4.438164216
499	4.438062548
500	4.43608806
501	4.434627079
502	4.433701157
503	4.431587696
504	4.429829596
505	4.427571275
506	4.424811928
507	4.423518757
508	4.422124439
509	4.419501905
510	4.417135534
511	4.415671579
512	4.413122947
513	4.409925285
514	4.408884919
515	4.407905477
516	4.405420849
517	4.402733841
518	4.39951848
519	4.396477037
520	4.395368069
521	4.394807541
522	4.391597875
523	4.39130086
524	4.388297533
525	4.386342167
526	4.384497126
527	4.383110151
528	4.381853588
529	4.381168624
530	4.380007558
531	4.379055164
532	4.378946287
533	4.377452611
534	4.375951436
535	4.374442832
536	4.37187399
537	4.369744166
538	4.367424063
539	4.363418435
540	4.361740065
541	4.358987758
542	4.35614116
543	4.355964378
544	4.354875479
545	4.352768722
546	4.349959782
547	4.3480324
548	4.346802245
549	4.345650635
550	4.342227767
551	4.34109204
552	4.337672392
553	4.336788654
554	4.336312143
555	4.335641745
556	4.334837639
557	4.334384036
558	4.332176339
559	4.331072452
560	4.328742571
561	4.326063904
562	4.323702156
563	4.321930429
564	4.31928281
565	4.315986287
566	4.315699685
567	4.314377692
568	4.312202637
569	4.310037624
570	4.308714538
571	4.307443157
572	4.304160023
573	4.302878373
574	4.302111405
575	4.301763525
576	4.301325656
577	4.299060682
578	4.297044457
579	4.296933374
580	4.29584102
581	4.291631712
582	4.291396374
583	4.289111349
584	4.288802284
585	4.287805043
586	4.286129529
587	4.28494672
588	4.281581745
589	4.278978099
590	4.278837515
591	4.277457628
592	4.275220678
593	4.274153414
594	4.270346866
595	4.26938637
596	4.269007807
597	4.267997089
598	4.266577018
599	4.262925995
600	4.261571794
601	4.260690978
602	4.258602718
603	4.256322796
604	4.253706395
605	4.253408932
606	4.252095593
607	4.251746616
608	4.249581758
609	4.248177394
610	4.246059787
611	4.245204773
612	4.243690266
613	4.240582737
614	4.237589075
615	4.237244799
616	4.235060357
617	4.233396943
618	4.232267804
619	4.23060098
620	4.228038024
621	4.225499676
622	4.223632986
623	4.221813936
624	4.220462504
625	4.218175829
626	4.217165862
627	4.214658128
628	4.212931188
629	4.212756271
630	4.210078812
631	4.209407686
632	4.208939879
633	4.2064073
634	4.203711867
635	4.202994285
636	4.201575514
637	4.201195868
638	4.199909352
639	4.198866677
640	4.197222146
641	4.195557132
642	4.192021987
643	4.189519307
644	4.189422557
645	4.189208666
646	4.187008335
647	4.184332592
648	4.182221666
649	4.180796606
650	4.180493618
651	4.177341424
652	4.174752973
653	4.173921338
654	4.173155963
655	4.173072238
656	4.172989509
657	4.171699044
658	4.17157328
659	4.167835285
660	4.167493164
661	4.166869095
662	4.165901183
663	4.164214048
664	4.164011751
665	4.16160973
666	4.16015288
667	4.15943376
668	4.159259239
669	4.158440675
670	4.157079268
671	4.156713269
672	4.154792497
673	4.153545312
674	4.15351256
675	4.151092809
676	4.14954673
677	4.148057018
678	4.147790195
679	4.14572621
680	4.144092546
681	4.141125099
682	4.139473834
683	4.137252279
684	4.136342702
685	4.133671786
686	4.131539955
687	4.129988302
688	4.128361896
689	4.125491475
690	4.124553092
691	4.121858852
692	4.119250394
693	4.117791261
694	4.115574705
695	4.11372137
696	4.112920351
697	4.110795031
698	4.109850747
699	4.108040525
700	4.107961481
701	4.105944526
702	4.1049672
703	4.103269809
704	4.100779874
705	4.100151446
706	4.09781621
707	4.096641039
708	4.095626704
709	4.094604471
710	4.091866364
711	4.090133566
712	4.089370304
713	4.088417961
714	4.086922729
715	4.084324392
716	4.082670125
717	4.08036785
718	4.07936651
719	4.076830121
720	4.076525648
721	4.072849193
722	4.070481742
723	4.069066036
724	4.068958581
725	4.068509355
726	4.066917144
727	4.066752727
728	4.065596988
729	4.061768784
730	4.060163753
731	4.058647238
732	4.056851627
733	4.055009331
734	4.053174289
735	4.051605617
736	4.050089779
737	4.048622974
738	4.047719069
739	4.045638985
740	4.043853572
741	4.041671829
742	4.040829569
743	4.040068586
744	4.038951079
745	4.038673522
746	4.038567797
747	4.037460205
748	4.035947791
749	4.03434298
750	4.033269264
751	4.029875326
752	4.028524063
753	4.027805081
754	4.024988485
755	4.023065362
756	4.022300681
757	4.019874502
758	4.017161306
759	4.014997747
760	4.013584642
761	4.012368332
762	4.010667165
763	4.008239975
764	4.005289017
765	4.004184586
766	4.003514937
767	4.003140853
768	4.001354741
769	4.000327427
770	3.999578178
771	3.996565356
772	3.995449303
773	3.993917556
774	3.992422341
775	3.992334759
776	3.99067979
777	3.988104799
778	3.987283214
779	3.98590304
780	3.985744975
781	3.984316743
782	3.982222744
783	3.981388029
784	3.980589283
785	3.980504366
786	3.978769393
787	3.976478888
788	3.974776876
789	3.974551544
790	3.972533279
791	3.970714889
792	3.970084493
793	3.969574789
794	3.968135533
795	3.96735724
796	3.967115876
797	3.965699654
798	3.965585033
799	3.965526929
800	3.965159226
801	3.962219427
802	3.961397207
803	3.961249939
804	3.960045188
805	3.956884007
806	3.955996181
807	3.954952318
808	3.95277749
809	3.951576889
810	3.948323115
811	3.947542986
812	3.9462995
813	3.945503392
814	3.942481296
815	3.94055709
816	3.938243305
817	3.936015649
818	3.93489072
819	3.934881352
820	3.932675382
821	3.931377459
822	3.929560694
823	3.928569906
824	3.926610798
825	3.924377974
826	3.92309957
827	3.921667368
828	3.918209081
829	3.916699315
830	3.916056627
831	3.914845655
832	3.911992596
833	3.910371881
834	3.908284256
835	3.905590259
836	3.902869423
837	3.901483143
838	3.901219626
839	3.900011706
840	3.899857378
841	3.897832089
842	3.895397043
843	3.894067424
844	3.892982197
845	3.89124118
846	3.888071096
847	3.887725552
848	3.887453232
849	3.886705891
850	3.88559397
851	3.884919051
852	3.883072982
853	3.881870458
854	3.881260761
855	3.880212032
856	3.879125854
857	3.877972813
858	3.876868735
859	3.875564112
860	3.87380156
861	3.872627776
862	3.872048189
863	3.869729263
864	3.867530473
865	3.866102141
866	3.864208461
867	3.862875787
868	3.862834714
869	3.861665791
870	3.860771563
871	3.859763131
872	3.857353459
873	3.855536202
874	3.852926779
875	3.852826726
876	3.851657796
877	3.849425858
878	3.846500629
879	3.845756181
880	3.84464602
881	3.842614511
882	3.841312958
883	3.840490906
884	3.840315886
885	3.840162581
886	3.839369172
887	3.839021339
888	3.837746823
889	3.837045068
890	3.834154832
891	3.833261757
892	3.831664654
893	3.830834919
894	3.829003764
895	3.826090948
896	3.823815943
897	3.822498979
898	3.821711048
899	3.820920833
900	3.818469689
901	3.818402768
902	3.817591154
903	3.815592107
904	3.814498726
905	3.812742374
906	3.811458402
907	3.810417569
908	3.808848359
909	3.808505639
910	3.806575824
911	3.804414036
912	3.80204329
913	3.800911957
914	3.799668392
915	3.798044483
916	3.796681274
917	3.795370724
918	3.794521571
919	3.792932043
920	3.790941212
921	3.789785158
922	3.789661556
923	3.789471837
924	3.78713312
925	3.784854808
926	3.784586501
927	3.78328176
928	3.781848714
929	3.780793515
930	3.778213006
931	3.778059678
932	3.776035636
933	3.774526509
934	3.773561145
935	3.771741567
936	3.770365927
937	3.768125609
938	3.766984459
939	3.765800485
940	3.764382479
941	3.761356271
942	3.761265208
943	3.759858218
944	3.758436693
945	3.758306402
946	3.757458366
947	3.755789021
948	3.753779416
949	3.753098387
950	3.752155371
951	3.749875122
952	3.749807743
953	3.749052382
954	3.746981268
955	3.745087742
956	3.743166443
957	3.742658242
958	3.741924711
959	3.741134152
960	3.740931402
961	3.739722245
962	3.737280998
963	3.735892186
964	3.734878548
965	3.73196961
966	3.72993528
967	3.729856881
968	3.728547275
969	3.728122064
970	3.727776389
971	3.727525306
972	3.727092158
973	3.725870983
974	3.724747073
975	3.721052689
976	3.719742451
977	3.718228314
978	3.716691328
979	3.716154789
980	3.715990742
981	3.713468837
982	3.711352784
983	3.710368044
984	3.710107943
985	3.709585177
986	3.709157213
987	3.708123218
988	3.706659137
989	3.706544558
990	3.705587329
991	3.703849073
992	3.703112415
993	3.702214443
994	3.702162664
995	3.701301135
996	3.701211751
997	3.700636444
998	3.699180474
999	3.697774803
